ticker	cik
orgs	1460602
phx	315131
pme	1517130
mtex	1056358
lghl	1806524
icmb	1578348
inpx	1529113
airt	353184
sobr	1425627
dswl	946936
cnig	1582244
apt	884269
xela	1620179
salm	1050606
cpix	1087294
hnrg	788965
nm	1333172
lnsr	1320350
iroq	1514743
botj	1275101
pvl	1520048
abvc	1173313
bcac	1814140
mogu	1743971
rskia	84112
eryp	1624422
kdozf	1318482
ivda	1397183
pola	1622345
rcat	748268
gnca	1457612
emma	822370
vvpr	1681348
srv	1400897
igxt	1098880
aphe	855787
mmmb	1520358
ppbt	1614744
fco	876717
mdwd	1593984
ug	101295
hall	819913
aese	1708341
feo	1363438
inuv	829323
lmb	1606163
ejh	1769768
ucl	1775898
foxw	1829999
plin	1735556
cdtx	1610618
hdvy	1141788
lode	1120970
cgrn	1009759
hty	1396502
frd	39092
ppih	914122
igny	1834645
glto	1800315
fusb	717806
hsti	1365388
prkr	914139
cen	1576340
ltdh	93205
aim	946644
jmm	838131
dmac	1401040
asgi	1793855
eldn	1404281
usap	931584
wcrs	1363958
oogi	1160798
vtsi	1085243
mgyr	1337068
bmbn	804563
cei	1309082
bpts	1768946
neph	1196298
vero	1409269
cbkm	1006830
vtdrf	1465872
flux	1083743
abeo	318306
gnpx	1595248
lngb	1602706
vcf	907573
jakk	1009829
aitx	1498148
augg	1448597
iccc	811641
achv	949858
visl	1565228
ntip	1065078
rfil	740664
zest	1437491
hfbl	1500375
clabf	1640152
apm	1734005
fedu	1709819
dlpn	1282224
ogen	1174940
rgbp	1589150
aumn	1011509
clsn	749647
trrb	1498232
scx	93676
aiki	12239
biol	811240
iknx	1083301
clad	1501958
ktcc	719733
eng	933738
nbo	1178841
arav	1513818
pgtk	1553404
asrv	707605
slhg	1839730
intz	736012
strm	1008586
blct	1791278
lumo	1126234
one	1722380
aktx	1541157
lci	57725
ovtz	1107280
nukk	1592782
awre	1015739
uamy	101538
jsda	1083522
quik	882508
wvvi	838875
sbet	1025561
volt	103872
elox	1035354
gure	885462
zsan	1587221
tccr	1108645
odt	1717452
isr	728387
refr	793524
cxxif	831609
uwhr	898171
iqst	1527702
igc	1326205
glmd	1595353
irl	858707
vam	1703117
brqs	1650575
isun	1634447
lgl	61004
vfl	895574
rvph	1742927
brli	1787518
lkcru	1156174
tphs	724742
benh	1568139
dcth	872912
asrt	1808665
krkr	1779476
opgn	1293818
gifi	1031623
fsfg	1435508
bvfl	1302387
cala	1496671
excl	1786119
mne	1232863
modd	1074871
ocup	1228627
wstrf	1621906
vena	1800392
snwv	1417663
njmc	1030192
xtnt	1453593
aih	1757143
ltbr	1084554
sprb	1683553
fgb	1392994
rwlk	1607962
meec	728385
obtx	1730869
inti	1042418
mndo	1119083
bmra	73290
rsss	1386301
imra	1672619
link	828146
tkat	1491487
knwn	1074828
mbrx	1659617
lsfp	1391135
fsea	1769267
chek	1610590
agba	1769624
kffb	1297341
bdl	12040
ktel	845819
ainc	1604738
pyyx	939930
kern	1755953
bsfc	1730773
ttp	1526329
rail	1320854
omws	1676852
mugh	1746119
vvos	1716166
hlyk	1680139
cclp	1449488
trka	1021096
cif	833021
arkr	779544
mdwt	355379
xin	1398453
uk	1821424
bbgi	1099160
dgly	1342958
bgio	1691433
basa	1448705
mpac	1841993
tatt	808439
aezs	1113423
sypr	864240
sbev	1553788
exdw	1634293
rtto	1646576
gtim	825324
mack	1274792
mrin	1389002
rnwk	1046327
fmy	1319183
pnbk	1098146
mdvl	1402479
tpcs	1328792
cyad	1637890
ibtn	1379329
cuii	1512927
clbs	320017
alrn	1420565
agrx	1261249
fotb	1099668
avgr	1506928
vynt	1349929
mnpr	1645469
blgo	880242
eyes	1266806
fbva	1596123
pyn	1181505
ryb	1708441
syhbf	1541190
nxn	885731
acy	1036848
cney	1780785
brst	764897
seed	1321851
dwsn	799165
hgbl	849145
ftk	928054
cpsh	814676
nnvc	1379006
egf	1336050
sdh	1780731
grcy	1768910
live	1045742
game	1714562
fpay	1397047
cosm	1474167
wei	1734902
gray	1534133
icch	1681903
pubc	1575858
alac	1748621
ppbn	1031233
dfco	725394
cntx	1842952
hrth	45919
loan	1080340
corr	1347652
aljj	1438731
pfie	1289636
obas	1077618
crkn	1761696
buks	15847
adxn	1574232
nwpp	1163389
bioc	1044378
vyne	1566044
msyn	1693687
bnet	875729
virc	751365
kblb	1413119
kins	33992
vmar	1813783
hmmr	1539680
ftlf	1374328
ior	949961
bcow	1847360
cryo	1468679
clir	1434524
lpth	889971
slno	1484565
rmcf	1616262
aacg	1420529
duo	1750593
pgezf	1700157
dss	771999
clps	1724542
clcs	1569340
hx	1702318
orpb	1216128
cfoo	1310630
icgl	1598924
azyo	1708527
grnq	1597846
adxs	1100397
vtna	1280396
prka	1297937
adil	1513525
btn	946454
self	1031235
silef	1545224
job	40570
ikt	1750149
poai	1446159
evoa	728447
cscw	1747661
mrzm	1413754
sskn	1051514
io	866609
ftek	846913
when	943535
aytu	1385818
sif	90168
glg	1556266
sino	1422892
mfv	856128
upc	1809616
nvcn	1399708
reph	1588972
gnrv	1418489
scyyf	1408146
vkin	1102432
mito	1696396
wscrf	795800
ctk	1734262
sgb	315849
gryn	1443388
iptk	1067873
edry	1731388
metx	1796514
axim	1514946
brfh	1487197
msvb	1734875
voni	1693690
dlti	1420368
hvbc	1594555
aau	1015647
tess	927355
oncs	1444307
fami	1701261
ccnc	1641398
buuz	1174891
iid	1395627
gtll	932021
omqs	278165
rcon	1442620
ausi	826253
cdjm	1024095
bwen	1120370
geg	1831096
hcbc	1044676
exn	1263011
zxaiy	1506756
myo	1369290
phge	1739174
zvo	1305323
evfm	1618835
fgnv	1687919
seco	1633441
syn	894158
fwp	1604924
lowlf	1838128
jzxn	1816172
viri	1818844
ntwk	1039280
fkwl	722572
vs	1701963
vcnx	1205922
tlfa	909724
gxsff	1299865
ifbd	1815566
hymc	1718405
wint	946486
snmp	1362705
btzi	1525852
uwhgf	1763543
mhpc	1277998
hgsh	1158420
zcmd	1785566
kanp	1230058
capc	814926
dxr	27367
otlc	908259
apvo	1671584
minm	1467761
vjet	1582581
lemif	1542731
tglo	1066684
imte	1668438
puge	1540615
fsi	1069394
xtgrf	1288770
pbts	1754323
staf	1499717
auvi	1811109
tops	1296484
pmd	806517
apdn	744452
lgiq	1335112
huge	1771885
mcvt	1425355
fzmd	319016
ndp	1547158
cnnb	1787005
tectp	1766526
ymtx	1445283
laix	1742056
cdelf	1611831
gmpw	1064722
lismf	1643715
rzlt	1509261
qlgn	1460702
afi	1655075
mpad	65759
eawd	1563298
rand	81955
plx	1006281
alf	1833908
tisi	318833
jgldf	1686000
nerv	1598646
nine	1532286
cemi	1092662
xcur	1698530
ygmz	1782037
tedu	1592560
gene	1166272
ekso	1549084
ggrou	1489874
tren	1740797
hfbk	1484737
hcdi	1784567
zkin	1687451
bwmy	1656501
ntrb	1676047
sfun	1294404
wyy	1034760
sfor	1285543
stbi	1166362
tcon	1394319
auto	1023364
miti	802257
taop	1552670
adad	1593204
wtt	878828
esp	33533
rmti	1041024
tomdf	1645260
tgen	1537435
daio	351998
utme	1789299
astc	1001907
ndra	1681682
alna	1624658
cspi	356037
aleaf	1754664
sysx	1737372
carv	1016178
evk	943184
qnto	1391933
endmf	1524326
scps	1772028
utsi	1030471
trib	888721
chci	1299969
nbrv	1641640
mdia	1784254
lmnl	1351172
znog	1131312
tayd	96536
nvos	1138978
creg	721693
ante	1413745
edtxu	1817153
xeri	1481504
dffn	1053691
tc	1743340
cbio	1124105
bkti	2186
reed	1140215
pulm	1574235
pte	1076682
intv	1520118
sqft	1080657
vlon	1824293
osbk	1076691
apwc	1026980
baos	1811216
new	1726189
tlss	1463208
gfgy	1181749
aamc	1555074
skky	1546853
cvvuf	1023109
chkr	1524769
epwcf	1109504
mbot	883975
clrb	1279704
juvaf	1778651
sckt	944075
glbz	890066
hrrb	1379368
alim	1267602
grf	850027
bkor	1398006
fbrx	1419041
nrbo	1638287
seac	1019671
aei	1750106
bmxi	1122993
eltp	1053369
zgsi	1574186
navb	810509
coe	1659494
cnet	1376321
kbnt	1729750
cuba	880406
bmmj	1715611
mfh	1527762
tanh	1588084
qumu	892482
klxe	1738827
hloc	1568693
kequ	55529
prpo	1043961
sngx	812796
vicp	1468639
piac	845385
mkd	1758736
mrm	1819704
cvu	889348
ecor	1560258
mtcr	1634379
dtss	1631282
agtx	1603345
nom	899782
bcda	925741
aemd	882291
pgcg	1462047
trt	732026
cyth	922247
iaic	803578
chnr	793628
ampg	1518461
hlrtf	1418149
onvo	1497253
abio	907654
sgma	915358
chuc	1134765
soho	1301236
budz	1393772
jp	1616291
kspn	795212
athe	1131343
bfnh	1310488
mosy	890394
grtx	1563577
occ	1000230
redu	1712178
eeiq	1781397
pt	1716338
srmc	100625
oblg	746210
mrge	1623360
pati	1616741
cycc	1130166
inis	1038277
rivu	1079282
bhll	1407583
hnckf	1336364
snpx	1571934
uuraf	1495651
trnf	1778805
idra	861838
gntw	1511820
gxii	1826669
avct	1704760
tenx	34956
gjcu	1781726
pbmlf	1319150
invo	1417926
imac	1729944
mtc	1742518
togl	1378125
jctcf	885307
tblt	1668370
airi	1009891
bxrx	1780097
cdbmf	1545634
pstv	1095981
eqs	878932
svt	89140
cull	1845799
tomz	314227
cety	1329606
bimt	1678848
idxg	1054102
nsfdf	1009922
bpth	1133818
bicx	1443863
chhe	1309057
svvc	1495584
qtrrf	1339688
olb	1314196
simp	1274032
wect	1409175
zivo	1101026
kiq	1161814
cwbr	1522602
blph	1600132
iehc	50292
itp	1358190
acer	1069308
heol	1371451
bhv	1169034
ezgo	1806904
sofo	1029744
nubc	1281189
dsgt	1413909
inbp	1016504
gbny	1823365
hjgp	1421819
mmtif	1085921
cvv	766792
nsys	722313
peye	867840
mdjh	1741534
atao	1570937
dpsi	1505611
msbc	1169483
rsrv	83350
slrx	1615219
bylg	1668082
ipix	1355250
evol	1052054
lclp	1604930
wvfc	910679
acor	1008848
dwnx	927719
beob	1480170
sgrp	1004989
cuen	1424657
dbgi	1668010
rdgl	1449349
jcs	22701
odii	1781405
cyrn	1084577
nspr	1433607
lmfa	1640384
rgls	1505512
cnsp	1729427
bkucf	1463978
sbfm	1402328
ithuf	1643154
psybf	1833371
ltum	1415332
enzn	727510
odyy	1626644
ptpi	1815903
dynr	1111741
cleu	1775085
lvrlf	1168981
plag	1117057
tirx	1782941
envb	890821
msrt	1589149
ybgj	895464
palt	1355839
crtd	1357671
skye	1516551
fnhc	1069996
mdgs	1618500
prsi	79661
ptix	1022899
rkda	1469443
curr	1643301
xpl	917225
glgi	1088413
gigm	1105101
arcw	826326
lexx	1348362
gvp	944480
cphi	1106644
tlcc	1590695
trck	1045942
meds	1382574
yayo	1691077
mjne	1456857
iht	82473
nsec	865058
apeuf	1582284
rgrx	707511
vegyf	1508527
aihs	1711012
oakv	1865429
genh	1527102
fbsi	912967
age	1708599
ahpi	874710
fsrl	1172102
nuro	1289850
ffhl	1381074
pzg	1629210
naov	1326706
spnd	867038
blbx	1567900
intwf	1526890
alrt	1087022
eltk	1024672
govx	832489
leds	1333822
glbs	1499780
scnd	87802
whlm	1013706
bsqr	1054721
hbuv	1639068
pktx	1128189
eqtrf	1635729
bmnm	1275477
xelb	1083220
tpia	1763329
ambo	1494558
imhc	1349706
ccgn	1439299
nmtc	1500198
akom	1590496
clro	840715
bhtg	1590383
pred	1382943
ards	1614067
sfet	1725332
ughb	1552743
rcrt	1462223
pxs	1640043
hbis	1489588
jva	1007019
tcff	1648636
bntc	1808898
oxbr	1584831
sglb	788611
cfdb	1651987
bhat	1759136
cvr	19871
winsf	1640251
stmh	1697834
nes	1403853
amst	1807166
ghsi	1642375
sumr	1314772
swgi	1626696
evok	1403708
bnvif	1647866
ctgl	1498067
htgm	1169987
vrme	1104038
pshg	1481241
tbba	1751700
imh	1000298
auud	1554818
gbs	1725430
jt	1713923
indo	1757840
yten	1121702
bvxv	1611747
dxf	1499494
dysl	30831
crcuf	868822
flwpf	1752524
ssnt	1236275
bmix	1540684
acfn	880984
trxa	1437750
nlsp	1783036
arraf	1562519
nxmr	1088005
cnfr	1502292
atxi	1644963
tait	942126
arth	1537561
pbsv	1304161
aey	874292
tngl	1337085
vrpx	1708331
rbcn	1410172
sigy	1642159
ncpl	1414767
east	1534708
ckx	352955
reli	1812727
szlsf	1454263
mots	1686850
vplm	1410738
ethof	1482753
ktra	1498382
mind	926423
bvtef	1271580
pure	1006028
crwe	1103833
trux	1578019
pnckf	877019
rave	718332
qegy	1295961
blyq	1591565
ewlu	1517498
sdrlf	1737706
suic	1394108
lixt	1335105
sfrx	1106213
vino	1559998
sint	1269026
sdpi	1600422
anpc	1786511
ufab	1617669
lyl	1682241
bnso	846546
mxc	66418
cnnc	1410187
cyan	768408
syte	1096934
caww	721447
swisf	1771755
pvct	315545
cjjd	1856084
snrg	1652539
wdlf	1281984
else	351789
cohn	1270436
cytr	799698
gnln	1743745
inqd	1572565
sstt	1349810
moaey	1449617
canf	1536196
bntt	1501268
iinx	1528308
nby	1389545
newh	1371128
brn	10048
yvr	884247
smit	922612
mobq	1084267
falc	922521
shrg	1644488
bbi	819050
bimi	1213660
snpw	1343465
inlx	1081745
cvat	1376793
wafu	1716770
avhoq	1575969
wisa	1682149
reto	1687277
notr	1784440
fern	1880419
esoa	1357971
snbh	1358633
prfx	1801834
whlr	1527541
osat	1058307
ftmrq	1382231
nviv	1292519
qk	1769256
hmg	311817
payd	1017655
mmmm	66600
sprs	747540
crex	1356093
pfin	75340
icd	1537028
msn	32621
petv	1512922
krbp	1792581
sodi	91668
kbph	1164888
hoth	1711786
trvi	1563880
gpox	1673475
dynt	720875
cvsi	1510964
crmz	315958
blilf	1703253
hgld	1551206
silo	1514183
bkyi	1019034
ribt	1063537
ttcm	1389067
argc	1698702
cann	1477009
nulgf	1502758
dbs	1383054
rcg	919567
cnbx	1343009
cskl	1384437
updc	836937
tapp	1407343
nink	1567388
icct	1408057
crvw	1377149
pbla	1029125
mtp	1643918
syta	1649009
grwc	1448558
sgbx	1023994
bstg	1563665
xdsl	825322
lmrmf	1588837
ornc	1098996
tgiff	1706145
bopo	1510832
gaxy	1127993
rlby	34285
cetx	1435064
hyex	1630176
phio	1533040
ford	38264
imrn	1660046
pmedf	1868079
idai	1718939
adtx	1726711
scia	830616
ilal	1657214
btb	1543268
happ	1751876
gyro	1589061
ilhmf	1522142
mslp	1415684
qdmi	1094032
flylf	1403749
clwt	1026662
erkh	1769725
esbs	1358254
nwcn	934796
moho	1763197
fgf	1591890
clev	1414382
crkr	1162896
mdrr	1654595
nlbs	1563463
ecia	930775
nvnt	1282980
opti	1557340
blin	1378590
hsto	1383701
tsri	98338
vrvr	1536089
btim	1622231
pali	1357459
ccbc	1365794
anav	1491829
garwf	1403870
xtlb	1023549
denr	1435387
spup	1563227
phcf	1729089
hannf	1123267
useg	101594
tmbr	1504167
bosc	1005516
duot	1396536
nihk	1084475
elvg	1741489
sntw	1619096
clsh	1522222
qhyg	1423723
ltre	1002037
pixy	1675634
opxs	1397016
unam	100716
tlrs	1288750
betrf	1464165
hiho	1026785
vive	879682
fdlb	910492
husa	1156041
qmci	1101433
usdr	1638911
celp	1587246
ormnf	1458057
jrjc	1297830
hfus	1482554
artw	7623
xito	1651932
rscf	1103090
lbcmf	1580110
tbtc	1090396
snny	1571398
jupw	1760903
hgyn	1324759
gril	1701756
hsdt	1610853
slgd	88000
ctek	1011432
blnc	1632121
nrrwf	1680637
gbr	105744
thmo	811212
gpft	1205181
snes	1680378
axref	1175596
fmfg	1698022
inm	1728328
ngtf	1593001
gmer	1454742
mxe	863900
plrtf	1639142
ams	744825
awx	1061069
worx	1674227
mfbp	1094738
wgmcf	1680962
cenbf	1653821
tigcf	1387473
lvvv	1421289
rxmd	1402945
koan	897078
alda	1062506
mmtrs	66496
edtk	1782309
fwav	1652958
blcm	1358403
husn	1687542
celz	1187953
artl	1621221
tppm	1692068
kgnr	1593773
edxc	1109486
gspe	1341726
pjxrf	1625901
ophc	1288855
abcp	20639
ttnp	910267
taug	1142790
smkg	900475
livc	1108630
gtmay	1163560
ectm	1487798
janl	1133062
tmbxf	1072772
umewf	1114936
vivc	1703073
fgco	1377167
pwco	733337
ssy	96793
icnb	1350073
ipdn	1546296
vism	1082733
nphc	1119643
spcb	1291855
urlof	1115672
srre	1083490
grom	1662574
warm	1399352
phcg	1351573
kitl	1608092
cwrk	1515139
luvu	1374567
gwhp	1598308
qsep	1103795
tapm	1647170
dtgi	1014052
acan	1508348
snnaf	1160191
pbio	830656
svbl	1031093
lctc	1493137
wrpsf	1482436
ifny	822746
grmc	59860
mgti	1001601
ivfh	312257
trxo	1287900
mnkkq	1567892
vyst	1308027
crzy	1005119
anldf	1519469
vnue	1376804
lnby	1672572
ivdn	1190370
pgid	1061164
xbio	1534525
kool	1855255
tofb	730349
luxff	1871928
fulo	1092570
gnbt	1059784
tptw	1661039
hhse	1069680
sonn	1106838
bdr	1000683
strr	707388
ensv	319458
rwrdp	1652350
acur	786947
qbio	1596062
adru	1169717
crtg	1375195
dsny	1099369
bwmg	1166708
cmxc	1493712
inrd	719494
mysz	1211805
ahnr	1304409
nrom	709005
jan	862861
ndvn	1659183
rsls	1427570
hltt	1307624
lbao	1586452
pfho	1138476
nvdef	1398713
knit	1696195
pvnc	1134982
nnup	888981
rmed	1716621
dusyf	1551887
bccef	1807387
rkfl	823546
mhtx	1099132
srna	1482541
leon	1391723
efoi	924168
tikk	96885
tgcb	1815632
rnwr	1467913
snoa	1367083
pcst	1406434
grusf	1463000
sxtc	1723980
fssn	1487931
nvfy	1473334
spyr	829325
veii	1417664
mtr	313364
whlt	1025771
qprc	824416
efsh	1599407
bcii	1084370
mymx	927761
aehl	1470683
dhcc	844887
psycf	1527587
tssi	1320760
senr	1576197
zdpy	1279620
icco	1103310
mcoa	1078799
nuwe	1506492
cdycf	1303936
winr	1708410
unql	1281845
qron	1689084
gluc	1420108
cgolf	1759352
shvlf	1301713
arao	1083922
exnn	1726744
clow	1619227
vaso	839087
alxef	1603519
rdga	812152
nris	1603793
giga	719274
mjhi	1789330
afdg	1486297
gthp	924515
iaalf	1450894
prpi	1395445
chnd	1434674
rhe	1004724
cbai	1289496
cnfn	1352952
lhil	1723187
gdsi	1011662
csjt	1451797
marps	62362
pctl	1119897
axxa	1789383
nugs	1290504
isig	875355
sits	1468978
fecof	849997
hewa	754813
avcrf	1355736
clok	1022505
cfic	1448324
ipsi	1591913
arck	1855886
ryes	1424864
smdm	923601
henc	1324736
srsg	1434737
uuu	102109
sowg	1490161
gegp	1081188
axas	867665
ucle	1543623
fxby	1068897
otivf	1021604
dpdw	1110607
laab	1584480
qian	1499684
cloq	1437517
hpto	1021435
inkw	1585380
aggl	1481585
ibal	781902
mcujf	1133519
jpotf	1061612
nmlsf	1689231
asdn	1425203
micr	819689
sode	1726286
atms	1062128
phbi	1435181
elre	1438461
eqmef	1792554
nmex	1415744
canb	1509957
gblx	1165320
clri	1362516
ptnyf	1819074
sscr	1473287
tarsf	1409036
asft	1651992
vyey	700764
zphyf	1613979
mlrkf	1409680
gsac	890725
cowi	1156784
rmes	1358654
glfh	1574676
bspk	1409197
gdmk	1725911
armc	1415813
whzt	1537058
sipn	1128252
thmg	711034
unex	1700844
smgi	1426506
iwsy	941685
amct	1626556
flxt	925660
exdi	1552189
admt	849401
cbds	1360442
tcnt	1602143
relv	768710
wsft	1393781
cbnt	1421636
ctib	1042187
fqfc	819690
nrbt	1388180
repcf	1205059
csli	1806015
rmsl	1412126
hgtxu	862022
fcti	1714379
zzll	1365357
ivitf	1737647
penc	891417
towtf	1579026
bnkl	1508381
ewll	1550020
tnlx	99106
rton	1580262
enrt	1346022
ocln	1419793
vide	758743
ammj	945617
idfb	1530739
tkxhf	1598773
uslg	1536394
hcyt	1591165
kgkg	1802546
areb	1648087
nahd	1485029
gfoo	1510518
gwti	1572386
altd	1664127
kalo	1389034
cbdy	1586554
rviv	1718500
irns	723269
femff	1066130
ircc	1373690
cyca	1383088
exeo	1528760
eari	1083468
digaf	1369128
vxel	1623590
jupgf	1684688
xsnx	1039466
sgmd	919175
suwn	806592
jshg	1475430
wscc	924095
iwsh	1279715
amhg	1805024
qsmg	1627554
sgsi	1413891
gftx	1338929
maxd	1353499
amih	1300524
sing	1443611
babb	1123596
unir	1172706
roytl	1538822
ntox	844538
ioni	1580490
zyrx	1558740
novc	1025953
sedo	1661600
bittf	1028357
teum	1084384
stupf	1883898
lbuy	1643721
goff	1528188
abcff	1284237
ammx	1776048
hhhef	825171
qurt	1549631
fnam	884363
nbio	1622057
mtpp	1658521
pgol	1080448
hitc	1584693
jksm	860543
abmt	1385799
nnax	1132509
wegyf	1008112
aasp	930245
afhif	1539894
fdmsf	1668987
dpsm	1556753
fomc	867028
fdoc	1459188
gxxm	1681556
vprb	1376231
trlff	1698370
alkm	1522165
cxdc	1353970
pcnt	1504239
owpc	1622244
wolv	1424404
igen	1393540
fflo	1543652
abqq	1605331
cglo	842013
ughl	1621199
ghmp	1464865
avoi	1342936
brsf	1662382
dbmm	1127475
ambs	1424812
smme	1301991
usaq	856984
mojo	1414953
nimu	720762
mlfb	1308569
bqst	1568628
nxen	1625288
fcic	730669
clts	1165639
elra	1402371
amsu	1142801
unrg	1116734
sndd	1353406
ivst	1735012
cmgo	1346655
mage	1515317
nptx	1615999
nvsgf	1415758
pssr	225628
cydx	1388994
qzmrf	811522
lrdc	1442492
gultu	1565146
drem	1518336
sgbi	1104280
alds	1755101
epgg	1501862
tcco	96699
pmpg	1301838
altb	1642365
tcri	1481443
ngld	1605481
amty	945828
cynxf	1726317
siaf	1488419
fdit	1593184
ipcif	1474835
neca	1373853
usrm	1388319
bdrex	1745846
lsmg	1319643
royl	1694617
egmcf	1199392
isco	1355790
gcfff	863678
amrr	1488638
vaucf	1723047
fifg	1648903
riii	1574910
zicx	1465311
rahgf	1611852
bdco	793306
skas	1128281
cnttq	1652499
jrss	1597892
dxief	1323838
biio	1575420
cmdrf	858043
bgavf	1500620
imci	884650
clis	1393548
vrdr	1506929
vynd	1745078
scgy	1276531
byoc	1386049
mmnt	1653876
ptco	1609258
tghi	225211
ybcn	1284454
yusg	1306035
tlgtq	352998
roag	1058330
dkmr	1379043
ifmk	1681941
yewb	1548240
vyco	1424768
lbsr	1172178
usbl	764630
gahc	1138724
brmt	1658880
tkoi	1094084
wsco	1473490
umhl	1317839
whsi	1443089
fdct	1722731
ltgj	1445175
wcui	1516887
gtch	1471781
fstj	1525306
bzyr	724445
frtm	1589361
emax	1008653
srgz	1401835
brvo	1444839
nvgt	1089297
stcc	1555972
katx	1474558
avmr	1676163
numd	1543637
sanp	1499275
jrvs	1556801
mccx	1535079
mdex	1318268
bxxy	1680689
igpk	1002771
bbbt	1409999
stsn	1398488
seii	819926
sign	1317833
oxbc	1473086
amnl	8328
etck	1128353
zyjt	1442101
wewa	1616156
qnta	1691430
leai	1561880
vtlr	1714024
sdon	892832
mmmw	1117228
thct	1404935
ccob	1456802
avpmf	1445467
prps	1855621
wtcg	924396
twoh	1494413
gtxo	1375793
gntof	1346917
gnolf	1261002
pcyn	812306
lfap	1510247
dpww	1559172
ciit	1557798
apsi	1553264
pvnnf	1627480
pglo	1492617
bant	1704795
lgmh	1464192
elio	1531266
srus	1761540
emed	1715819
digp	1502966
usnu	1089815
omps	1103640
crftf	1832761
grst	792935
vbhi	1490054
mlmn	1100779
imahf	1405663
gfmh	820771
boty	1407704
ntrr	1512886
lgyv	1616788
duuo	1635136
tlgn	1411165
rgin	1412659
emge	1463459
vfrm	1669400
kays	1530746
obmp	1362703
lfer	1579010
shldq	1310067
both	894560
krbf	1342219
spin	1066764
wddd	1961
plyn	1612851
rakr	1872292
fles	1438901
mghl	1162283
mmnd	1088638
phot	1161582
pnpl	1654672
frfr	1622408
prcx	1572384
chgi	1284450
clcn	1394638
nugl	1096768
acmc	934543
andr	6494
nwyu	1372184
mntr	1599117
bixt	1445815
itdn	51011
svsn	1099814
bonz	1439264
paxh	1350156
dgwr	1637866
blab	1803977
begi	1483646
btdg	725929
vrtc	773318
rasp	1582249
omtk	1404804
arsn	1624517
wwsg	1342792
zpas	1635748
gevi	894556
xnda	1624985
nauh	1399855
elst	752294
itox	1290658
abmc	896747
vrscf	1422669
rgmp	1716324
gcan	1695473
rebl	1532158
cpwr	827099
grhi	894501
fccn	1131903
cctc	1445109
afom	1286459
dbrm	1164256
dloc	1407878
shnl	1422296
altx	775057
tpii	852447
gkin	1509786
czni	1381871
brll	1631463
ferl	1122742
dlyt	1125699
vbix	797542
brgo	1431074
nuvg	1671132
srmx	841533
nhmd	1409446
cppxf	852747
aita	1527675
abvn	1607450
vmhg	895287
admg	1171008
dlcr	1614466
alye	946822
pgas	1558465
frzt	1485074
skvi	1085277
sklv	1731911
aoxy	352991
hsta	1813603
avrn	1552164
gsfi	1437476
stqn	847942
prle	928953
jmkj	1624140
hwke	1750777
saml	1530163
mtlk	1098462
gthr	1017110
txhg	1133798
corg	837342
pacv	882800
coil	1482075
avni	1113313
endv	1528172
csui	1680132
apld	1144879
rspi	849636
flcx	1609988
ptam	1431880
mspc	1488501
imii	1416090
blis	1703625
tdnt	1421907
kiry	711477
gtvi	1263364
dclt	1321828
poyn	1617431
ygyi	1569329
qlis	1871181
mssv	1760026
etst	1538495
mfco	716688
atrx	737207
qtxb	820608
cpmd	1081938
mxsg	1355677
esmc	862668
rnva	931059
prtt	1493526
sbes	1572840
aurx	1091596
qpwr	1310527
zyqg	1790368
tegy	1383394
cyap	1230524
afpw	1108046
gwsn	1592603
spgx	1500305
ehvvf	1653606
nhle	1552979
blxx	1428389
cybf	1522787
fmhs	1811999
tnrg	1524872
aghc	885074
avlp	1537169
iwal	1498372
imun	1559356
jfil	1517389
tmll	1065734
ogaa	1749849
ways	860131
gdet	1727535
sitoq	1157817
arrt	1530425
nbgv	726293
sgla	1433551
fdbl	1414043
nsav	1432176
mdwk	1295514
obcn	789318
rcmw	1797956
kens	55234
evtn	1043894
cwnof	1145898
boxs	1487718
gmvp	1629205
xall	1581220
blgi	1575345
asnb	1011060
mapt	1697935
bdpt	1575142
neik	1082027
bisa	918545
hstc	797564
spowf	1227282
imnpq	1208261
rmhb	1670869
srco	318299
qtgi	1074663
hlwd	1422768
cngt	1304741
awon	1432290
eoss	1651958
dvlp	1736865
rbsh	1421204
dgji	1456787
bbls	1368637
cbgl	1413488
vspc	1270200
equr	1563536
ygtyf	1709563
yuanf	1417370
rkos	1339205
logq	768216
hmny	1040792
xtrm	1440280
hrbk	889608
myhi	1507181
pdnla	731245
turv	1302946
slch	1077319
asre	1231339
psww	1587476
zimcf	1124160
abilf	1652866
tmgi	1434601
pveg	1163612
vsym	1075857
euenf	1278465
mtwd	32567
scgx	1277575
plsi	1493212
purt	1126162
icld	1128725
abce	1300938
wcvc	1551906
enmi	1300781
sset	1561686
scrh	831489
bzrd	1765826
emdf	894552
cirx	813716
seci	925661
ftws	1582919
aegg	843212
ansu	1168663
kwik	1884164
wtkn	1456453
hher	1402453
prhl	1030916
gbux	1169138
canx	1112985
onci	1300867
dtii	1533357
rzzn	1659559
abwn	1537258
ecdd	811868
vrus	1430523
cntfy	1316317
uita	1334740
gzcc	1267612
pgai	81157
icnn	1423325
sdvi	1267919
kpay	1494162
asck	1492091
mblv	1343460
mnvn	1284452
empm	1478682
xcpl	1331275
gzic	1286648
ahix	747435
retc	1627611
aqui	1863976
lrdg	1569568
bcrd	1496690
grso	1104265
ndtp	1329944
gyst	1510524
potn	1746563
reos	1335288
find	1089061
emrn	1178377
tqlb	1822529
cshef	908256
qban	1427644
etni	1449447
efir	1106848
lqwc	1060888
ppcb	1517681
cdix	811222
